110892.73189632,22758.29710294,4670.64052052,958.54636106,196.72058303,40.37257806,8.28558473,1.70043425,0.34897677,0.07161982,0.01469839,0.00301652,0.00061907,0.00012705,0.00002607,0.00000535,0.00000110,0.00000023,0.00000005,0.00000001
22758.29710294,115563.37241683,23716.84346400,4867.36110354,998.91893912,205.00616776,42.07301231,8.63456151,1.77205406,0.36367517,0.07463634,0.01531747,0.00314357,0.00064515,0.00013240,0.00002717,0.00000558,0.00000114,0.00000023,0.00000005
4670.64052052,23716.84346400,115760.09299986,23757.21604206,4875.64668827,1000.61937336,205.35514453,42.14463212,8.64925990,1.77507059,0.36429424,0.07476339,0.01534354,0.00314893,0.00064625,0.00013263,0.00002722,0.00000559,0.00000114,0.00000023
958.54636106,4867.36110354,23757.21604206,115768.37858459,23758.91647630,4875.99566505,1000.69099318,205.36984292,42.14764865,8.64987897,1.77519764,0.36432032,0.07476874,0.01534464,0.00314915,0.00064629,0.00013264,0.00002722,0.00000558,0.00000110
196.72058303,998.91893912,4875.64668827,23758.91647630,115768.72756136,23758.98809612,4876.01036344,1000.69400970,205.37046200,42.14777570,8.64990505,1.77520299,0.36432142,0.07476897,0.01534469,0.00314916,0.00064629,0.00013263,0.00002717,0.00000535
40.37257806,205.00616776,1000.61937336,4875.99566505,23758.98809612,115768.74225976,23758.99111264,4876.01098252,1000.69413675,205.37048807,42.14778105,8.64990615,1.77520321,0.36432146,0.07476898,0.01534469,0.00314915,0.00064625,0.00013240,0.00002607
8.28558473,42.07301231,205.35514453,1000.69099318,4876.01036344,23758.99111264,115768.74287883,23758.99123970,4876.01100859,1000.69414211,205.37048917,42.14778127,8.64990619,1.77520322,0.36432146,0.07476897,0.01534464,0.00314893,0.00064515,0.00012705
1.70043425,8.63456151,42.14463212,205.36984292,1000.69400970,4876.01098252,23758.99123970,115768.74290491,23758.99124505,4876.01100969,1000.69414233,205.37048922,42.14778128,8.64990619,1.77520321,0.36432142,0.07476874,0.01534354,0.00314357,0.00061907
0.34897677,1.77205406,8.64925990,42.14764865,205.37046200,1000.69413675,4876.01100859,23758.99124505,115768.74290601,23758.99124527,4876.01100974,1000.69414234,205.37048922,42.14778127,8.64990615,1.77520299,0.36432032,0.07476339,0.01531747,0.00301652
0.07161982,0.36367517,1.77507059,8.64987897,42.14777570,205.37048807,1000.69414211,4876.01100969,23758.99124527,115768.74290605,23758.99124528,4876.01100974,1000.69414233,205.37048917,42.14778105,8.64990505,1.77519764,0.36429424,0.07463634,0.01469839
0.01469839,0.07463634,0.36429424,1.77519764,8.64990505,42.14778105,205.37048917,1000.69414233,4876.01100974,23758.99124528,115768.74290605,23758.99124527,4876.01100969,1000.69414211,205.37048807,42.14777570,8.64987897,1.77507059,0.36367517,0.07161982
0.00301652,0.01531747,0.07476339,0.36432032,1.77520299,8.64990615,42.14778127,205.37048922,1000.69414234,4876.01100974,23758.99124527,115768.74290601,23758.99124505,4876.01100859,1000.69413675,205.37046200,42.14764865,8.64925990,1.77205406,0.34897677
0.00061907,0.00314357,0.01534354,0.07476874,0.36432142,1.77520321,8.64990619,42.14778128,205.37048922,1000.69414233,4876.01100969,23758.99124505,115768.74290491,23758.99123970,4876.01098252,1000.69400970,205.36984292,42.14463212,8.63456151,1.70043425
0.00012705,0.00064515,0.00314893,0.01534464,0.07476897,0.36432146,1.77520322,8.64990619,42.14778127,205.37048917,1000.69414211,4876.01100859,23758.99123970,115768.74287883,23758.99111264,4876.01036344,1000.69099318,205.35514453,42.07301231,8.28558473
0.00002607,0.00013240,0.00064625,0.00314915,0.01534469,0.07476898,0.36432146,1.77520321,8.64990615,42.14778105,205.37048807,1000.69413675,4876.01098252,23758.99111264,115768.74225976,23758.98809612,4875.99566505,1000.61937336,205.00616776,40.37257806
0.00000535,0.00002717,0.00013263,0.00064629,0.00314916,0.01534469,0.07476897,0.36432142,1.77520299,8.64990505,42.14777570,205.37046200,1000.69400970,4876.01036344,23758.98809612,115768.72756136,23758.91647630,4875.64668827,998.91893912,196.72058303
0.00000110,0.00000558,0.00002722,0.00013264,0.00064629,0.00314915,0.01534464,0.07476874,0.36432032,1.77519764,8.64987897,42.14764865,205.36984292,1000.69099318,4875.99566505,23758.91647630,115768.37858459,23757.21604206,4867.36110354,958.54636106
0.00000023,0.00000114,0.00000559,0.00002722,0.00013263,0.00064625,0.00314893,0.01534354,0.07476339,0.36429424,1.77507059,8.64925990,42.14463212,205.35514453,1000.61937336,4875.64668827,23757.21604206,115760.09299986,23716.84346400,4670.64052052
0.00000005,0.00000023,0.00000114,0.00000558,0.00002717,0.00013240,0.00064515,0.00314357,0.01531747,0.07463634,0.36367517,1.77205406,8.63456151,42.07301231,205.00616776,998.91893912,4867.36110354,23716.84346400,115563.37241683,22758.29710294
0.00000001,0.00000005,0.00000023,0.00000110,0.00000535,0.00002607,0.00012705,0.00061907,0.00301652,0.01469839,0.07161982,0.34897677,1.70043425,8.28558473,40.37257806,196.72058303,958.54636106,4670.64052052,22758.29710294,110892.73189632
