212933.09722639,13510.08041329,857.18131728,54.38604273,3.45066042,0.21893590,0.01389094,0.00088135,0.00005592,0.00000355,0.00000023,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
13510.08041329,213790.27854367,13564.46645603,860.63197770,54.60497864,3.46455136,0.21981725,0.01394686,0.00088489,0.00005614,0.00000356,0.00000023,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
857.18131728,13564.46645603,213793.72920409,13564.68539193,860.64586865,54.60585998,3.46460728,0.21982080,0.01394709,0.00088491,0.00005615,0.00000356,0.00000023,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
54.38604273,860.63197770,13564.68539193,213793.74309504,13564.68627327,860.64592457,54.60586353,3.46460751,0.21982081,0.01394709,0.00088491,0.00005615,0.00000356,0.00000023,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3.45066042,54.60497864,860.64586865,13564.68627327,213793.74315096,13564.68627682,860.64592479,54.60586354,3.46460751,0.21982081,0.01394709,0.00088491,0.00005615,0.00000356,0.00000023,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.21893590,3.46455136,54.60585998,860.64592457,13564.68627682,213793.74315118,13564.68627684,860.64592479,54.60586354,3.46460751,0.21982081,0.01394709,0.00088491,0.00005615,0.00000356,0.00000023,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01389094,0.21981725,3.46460728,54.60586353,860.64592479,13564.68627684,213793.74315118,13564.68627684,860.64592479,54.60586354,3.46460751,0.21982081,0.01394709,0.00088491,0.00005615,0.00000356,0.00000023,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00088135,0.01394686,0.21982080,3.46460751,54.60586354,860.64592479,13564.68627684,213793.74315118,13564.68627684,860.64592479,54.60586354,3.46460751,0.21982081,0.01394709,0.00088491,0.00005615,0.00000356,0.00000023,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00005592,0.00088489,0.01394709,0.21982081,3.46460751,54.60586354,860.64592479,13564.68627684,213793.74315118,13564.68627684,860.64592479,54.60586354,3.46460751,0.21982081,0.01394709,0.00088491,0.00005615,0.00000356,0.00000023,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00000355,0.00005614,0.00088491,0.01394709,0.21982081,3.46460751,54.60586354,860.64592479,13564.68627684,213793.74315118,13564.68627684,860.64592479,54.60586354,3.46460751,0.21982081,0.01394709,0.00088491,0.00005615,0.00000356,0.00000023,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00000023,0.00000356,0.00005615,0.00088491,0.01394709,0.21982081,3.46460751,54.60586354,860.64592479,13564.68627684,213793.74315118,13564.68627684,860.64592479,54.60586354,3.46460751,0.21982081,0.01394709,0.00088491,0.00005615,0.00000356,0.00000023,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00000001,0.00000023,0.00000356,0.00005615,0.00088491,0.01394709,0.21982081,3.46460751,54.60586354,860.64592479,13564.68627684,213793.74315118,13564.68627684,860.64592479,54.60586354,3.46460751,0.21982081,0.01394709,0.00088491,0.00005615,0.00000356,0.00000023,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00000000,0.00000001,0.00000023,0.00000356,0.00005615,0.00088491,0.01394709,0.21982081,3.46460751,54.60586354,860.64592479,13564.68627684,213793.74315118,13564.68627684,860.64592479,54.60586354,3.46460751,0.21982081,0.01394709,0.00088491,0.00005615,0.00000356,0.00000023,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00000000,0.00000000,0.00000001,0.00000023,0.00000356,0.00005615,0.00088491,0.01394709,0.21982081,3.46460751,54.60586354,860.64592479,13564.68627684,213793.74315118,13564.68627684,860.64592479,54.60586354,3.46460751,0.21982081,0.01394709,0.00088491,0.00005615,0.00000356,0.00000023,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000,0.00000001,0.00000023,0.00000356,0.00005615,0.00088491,0.01394709,0.21982081,3.46460751,54.60586354,860.64592479,13564.68627684,213793.74315118,13564.68627684,860.64592479,54.60586354,3.46460751,0.21982081,0.01394709,0.00088491,0.00005615,0.00000356,0.00000023,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000023,0.00000356,0.00005615,0.00088491,0.01394709,0.21982081,3.46460751,54.60586354,860.64592479,13564.68627684,213793.74315118,13564.68627684,860.64592479,54.60586354,3.46460751,0.21982081,0.01394709,0.00088491,0.00005615,0.00000356,0.00000023,0.00000001,0.00000000,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000023,0.00000356,0.00005615,0.00088491,0.01394709,0.21982081,3.46460751,54.60586354,860.64592479,13564.68627684,213793.74315118,13564.68627684,860.64592479,54.60586354,3.46460751,0.21982081,0.01394709,0.00088491,0.00005615,0.00000356,0.00000023,0.00000001,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000023,0.00000356,0.00005615,0.00088491,0.01394709,0.21982081,3.46460751,54.60586354,860.64592479,13564.68627684,213793.74315118,13564.68627684,860.64592479,54.60586354,3.46460751,0.21982081,0.01394709,0.00088491,0.00005615,0.00000356,0.00000023,0.00000001,0.00000000
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000023,0.00000356,0.00005615,0.00088491,0.01394709,0.21982081,3.46460751,54.60586354,860.64592479,13564.68627684,213793.74315118,13564.68627684,860.64592479,54.60586354,3.46460751,0.21982081,0.01394709,0.00088491,0.00005615,0.00000356,0.00000023,0.00000001
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000023,0.00000356,0.00005615,0.00088491,0.01394709,0.21982081,3.46460751,54.60586354,860.64592479,13564.68627684,213793.74315118,13564.68627684,860.64592479,54.60586354,3.46460751,0.21982081,0.01394709,0.00088491,0.00005615,0.00000356,0.00000023
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000023,0.00000356,0.00005615,0.00088491,0.01394709,0.21982081,3.46460751,54.60586354,860.64592479,13564.68627684,213793.74315118,13564.68627684,860.64592479,54.60586354,3.46460751,0.21982081,0.01394709,0.00088491,0.00005614,0.00000355
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000023,0.00000356,0.00005615,0.00088491,0.01394709,0.21982081,3.46460751,54.60586354,860.64592479,13564.68627684,213793.74315118,13564.68627684,860.64592479,54.60586354,3.46460751,0.21982081,0.01394709,0.00088489,0.00005592
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000023,0.00000356,0.00005615,0.00088491,0.01394709,0.21982081,3.46460751,54.60586354,860.64592479,13564.68627684,213793.74315118,13564.68627684,860.64592479,54.60586354,3.46460751,0.21982080,0.01394686,0.00088135
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000023,0.00000356,0.00005615,0.00088491,0.01394709,0.21982081,3.46460751,54.60586354,860.64592479,13564.68627684,213793.74315118,13564.68627684,860.64592479,54.60586353,3.46460728,0.21981725,0.01389094
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000023,0.00000356,0.00005615,0.00088491,0.01394709,0.21982081,3.46460751,54.60586354,860.64592479,13564.68627684,213793.74315118,13564.68627682,860.64592457,54.60585998,3.46455136,0.21893590
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000023,0.00000356,0.00005615,0.00088491,0.01394709,0.21982081,3.46460751,54.60586354,860.64592479,13564.68627682,213793.74315096,13564.68627327,860.64586865,54.60497864,3.45066042
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000023,0.00000356,0.00005615,0.00088491,0.01394709,0.21982081,3.46460751,54.60586353,860.64592457,13564.68627327,213793.74309504,13564.68539193,860.63197770,54.38604273
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000023,0.00000356,0.00005615,0.00088491,0.01394709,0.21982080,3.46460728,54.60585998,860.64586865,13564.68539193,213793.72920409,13564.46645603,857.18131728
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000023,0.00000356,0.00005614,0.00088489,0.01394686,0.21981725,3.46455136,54.60497864,860.63197770,13564.46645603,213790.27854367,13510.08041329
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000023,0.00000355,0.00005592,0.00088135,0.01389094,0.21893590,3.45066042,54.38604273,857.18131728,13510.08041329,212933.09722639
