0.01320514,260973274.33734459,157002884.20824683,6.19297709,6.19297709,2.00000000,-6.19297709,0.49007307,0.00000000,0.00000000
0.01257317,304431180.27438009,214588520.43801385,6.51892553,6.51892553,2.00000000,-6.51892553,0.48981524,0.00000000,0.00000000
0.01190722,111593741.68262333,95942134.14921209,7.01972495,7.01972495,2.00000000,-7.01972495,0.48943136,0.00000000,0.00000000
0.01113975,22.11322475,22.74593001,7.31799740,7.31799740,2.00000000,-7.31799740,0.48920921,0.00000000,0.00000000
0.00919764,87581928.34603229,163570255.96505803,7.56122003,7.56122003,2.00000000,-7.56122003,0.48903140,0.00000000,0.00000000
0.00999473,1.39415900,1.54622737,8.43206482,8.43206482,2.00000000,-8.43206482,0.48841713,0.00000000,0.00000000
-0.02505716,245799795.14321351,141211460.55685812,21.34049937,21.34049937,2.00000000,-21.34049937,0.48157710,0.00000000,0.00000000
-0.02495469,199955691.51057601,132152166.96977454,24.17376041,24.17376041,2.00000000,-24.17376041,0.48039318,0.00000000,0.00000000
-0.02416143,193105103.25535089,150283938.33176750,26.39471259,26.39471259,2.00000000,-26.39471259,0.47951304,0.00000000,0.00000000
-0.02257384,267970240.70853561,254385524.93655020,27.61404925,27.61404925,2.00000000,-27.61404925,0.47904560,0.00000000,0.00000000
-0.02021599,131498301.06933868,161910860.24861497,27.72569021,27.72569021,2.00000000,-27.72569021,0.47900332,0.00000000,0.00000000
-0.01749899,77359605.04381070,138691997.25359666,26.90531982,26.90531982,2.00000000,-26.90531982,0.47931600,0.00000000,0.00000000
-0.01536271,265669.82755316,913735.05516670,25.54813102,25.54813102,1.00000000,-25.54813102,0.47984398,0.00000000,0.00000000
0.01013293,244598079.66642368,298841430.78559101,6.92823419,6.92823419,2.00000000,-6.92823419,0.48950044,0.00000000,0.00000000
0.01095440,167871488.39928758,296824198.05108142,10.51297142,10.51297142,2.00000000,-10.51297142,0.48706708,0.00000000,0.00000000
0.01006101,39174251.14648089,132116748.52726315,10.91831339,10.91831339,1.00000000,-10.91831339,0.48682020,0.00000000,0.00000000
-0.02427884,477288890.30390835,356911123.18910551,25.68159347,25.68159347,2.00000000,-25.68159347,0.47979145,0.00000000,0.00000000
-0.02402814,263575334.77212739,238753217.86907542,29.98707384,29.98707384,2.00000000,-29.98707384,0.47816465,0.00000000,0.00000000
-0.02186276,199075442.45824337,233339961.88718665,31.24511707,31.24511707,2.00000000,-31.24511707,0.47771180,0.00000000,0.00000000
-0.01934800,146706238.43564832,267824320.50490463,33.07986757,33.07986757,2.00000000,-33.07986757,0.47706744,0.00000000,0.00000000
-0.01892110,1.38336696,2.09972178,34.89656819,34.89656819,2.00000000,-34.89656819,0.47644686,0.00000000,0.00000000
0.02490608,1211085887.38673019,1285395464.89015245,37.01792744,37.01792744,2.00000000,-37.01792744,0.47574238,0.00000000,0.00000000
0.02400147,108689035.15385890,160144531.89163041,45.87348920,45.87348920,2.00000000,-45.87348920,0.47300030,0.00000000,0.00000000
0.02364738,2.18383321,3.29138501,49.94230342,49.94230342,2.00000000,-49.94230342,0.47183025,0.00000000,0.00000000
-0.04752045,422024457.03928864,130293439.53362849,41.95093680,41.95093680,2.00000000,-41.95093680,0.47417875,0.00000000,0.00000000
-0.02976385,306622365.15469539,259080470.19521344,43.17562416,43.17562416,2.00000000,-43.17562416,0.47380509,0.00000000,0.00000000
-0.04862500,8.60664024,1.86273869,39.27720236,39.27720236,2.00000000,-39.27720236,0.47501404,0.00000000,0.00000000
-0.02671243,6.46204038,7.68931688,49.20056814,49.20056814,2.00000000,-49.20056814,0.47203987,0.00000000,0.00000000
-0.02519051,1.76943558,2.13727043,51.03168181,51.03168181,2.00000000,-51.03168181,0.47152520,0.00000000,0.00000000
-0.04203720,386806987.36380363,176950231.72966450,48.23684916,48.23684916,2.00000000,-48.23684916,0.47231462,0.00000000,0.00000000
-0.04022952,584583780.08450961,296816046.62881029,48.86292097,48.86292097,2.00000000,-48.86292097,0.47213582,0.00000000,0.00000000
-0.03899486,276149650.35792112,157810117.38210237,51.42353911,51.42353911,2.00000000,-51.42353911,0.47141627,0.00000000,0.00000000
-0.03807514,328825369.96600282,215257193.72488177,55.77152190,55.77152190,2.00000000,-55.77152190,0.47023453,0.00000000,0.00000000
-0.03637870,371705808.30246520,285284757.42347896,59.06984047,59.06984047,2.00000000,-59.06984047,0.46936869,0.00000000,0.00000000
-0.03392656,104620485.35919970,97307839.56309474,61.24409318,61.24409318,2.00000000,-61.24409318,0.46881117,0.00000000,0.00000000
-0.03065970,90808757.72186726,108299852.30254221,62.31047870,62.31047870,2.00000000,-62.31047870,0.46854137,0.00000000,0.00000000
-0.02651247,134504186.12656003,230572509.03748655,61.31238771,61.31238771,2.00000000,-61.31238771,0.46879382,0.00000000,0.00000000
-0.02355817,154199883.31095743,506756644.56761932,59.95047882,59.95047882,2.00000000,-59.95047882,0.46914165,0.00000000,0.00000000
-0.01227612,1.48925781,38.79931641,30.50526026,30.50526026,1.00000000,-30.50526026,0.47797699,0.00000000,0.00000000
0.02154383,24.43079732,34.25620057,35.68201797,35.68201797,2.00000000,-35.68201797,0.47618358,0.00000000,0.00000000
0.02062688,2.09985222,2.95716781,36.47136267,36.47136267,2.00000000,-36.47136267,0.47592190,0.00000000,0.00000000
0.01333254,7.09572280,27.26267472,24.02682903,24.02682903,1.00000000,-24.02682903,0.48045281,0.00000000,0.00000000
-0.01652079,158017578.17111552,91277933.22182763,9.32535774,9.32535774,2.00000000,-9.32535774,0.48781921,0.00000000,0.00000000
-0.01609008,609879638.11072135,405532783.56909728,10.10752071,10.10752071,2.00000000,-10.10752071,0.48731883,0.00000000,0.00000000
-0.01500429,116686141.83626643,90985463.41498759,10.19704299,10.19704299,2.00000000,-10.19704299,0.48726282,0.00000000,0.00000000
-0.01419225,14.42129271,12.08473395,10.00524184,10.00524184,2.00000000,-10.00524184,0.48738314,0.00000000,0.00000000
-0.01263799,6.51665135,6.19078312,9.14043803,9.14043803,2.00000000,-9.14043803,0.48794055,0.00000000,0.00000000
-0.01184079,1.85371767,1.55955470,9.17606155,9.17606155,2.00000000,-9.17606155,0.48791708,0.00000000,0.00000000
