118238.54799732,12717.81040325,1367.93545077,147.13597216,15.82603499,1.70225798,0.18309591,0.01969391,0.00211829,0.00022784,0.00002451,0.00000264,0.00000028,0.00000003,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
12717.81040325,119606.48344809,12864.94637542,1383.76148576,148.83823015,16.00913090,1.72195189,0.18521420,0.01992175,0.00214280,0.00023048,0.00002479,0.00000267,0.00000029,0.00000003,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1367.93545077,12864.94637542,119622.30948308,12866.64863340,1383.94458167,148.85792406,16.01124918,1.72217974,0.18523870,0.01992439,0.00214308,0.00023051,0.00002479,0.00000267,0.00000029,0.00000003,0.00000000,0.00000000,0.00000000,0.00000000
147.13597216,1383.76148576,12866.64863340,119622.49257899,12866.66832731,1383.94669995,148.85815190,16.01127369,1.72218237,0.18523899,0.01992442,0.00214308,0.00023051,0.00002479,0.00000267,0.00000029,0.00000003,0.00000000,0.00000000,0.00000000
15.82603499,148.83823015,1383.94458167,12866.66832731,119622.49469728,12866.66855515,1383.94672446,148.85815454,16.01127397,1.72218240,0.18523899,0.01992442,0.00214308,0.00023051,0.00002479,0.00000267,0.00000029,0.00000003,0.00000000,0.00000000
1.70225798,16.00913090,148.85792406,1383.94669995,12866.66855515,119622.49472178,12866.66855779,1383.94672474,148.85815457,16.01127398,1.72218240,0.18523899,0.01992442,0.00214308,0.00023051,0.00002479,0.00000267,0.00000029,0.00000003,0.00000000
0.18309591,1.72195189,16.01124918,148.85815190,1383.94672446,12866.66855779,119622.49472207,12866.66855782,1383.94672475,148.85815457,16.01127398,1.72218240,0.18523899,0.01992442,0.00214308,0.00023051,0.00002479,0.00000267,0.00000029,0.00000003
0.01969391,0.18521420,1.72217974,16.01127369,148.85815454,1383.94672474,12866.66855782,119622.49472207,12866.66855782,1383.94672475,148.85815457,16.01127398,1.72218240,0.18523899,0.01992442,0.00214308,0.00023051,0.00002479,0.00000267,0.00000028
0.00211829,0.01992175,0.18523870,1.72218237,16.01127397,148.85815457,1383.94672475,12866.66855782,119622.49472207,12866.66855782,1383.94672475,148.85815457,16.01127398,1.72218240,0.18523899,0.01992442,0.00214308,0.00023051,0.00002479,0.00000264
0.00022784,0.00214280,0.01992439,0.18523899,1.72218240,16.01127398,148.85815457,1383.94672475,12866.66855782,119622.49472207,12866.66855782,1383.94672475,148.85815457,16.01127398,1.72218240,0.18523899,0.01992442,0.00214308,0.00023048,0.00002451
0.00002451,0.00023048,0.00214308,0.01992442,0.18523899,1.72218240,16.01127398,148.85815457,1383.94672475,12866.66855782,119622.49472207,12866.66855782,1383.94672475,148.85815457,16.01127398,1.72218240,0.18523899,0.01992439,0.00214280,0.00022784
0.00000264,0.00002479,0.00023051,0.00214308,0.01992442,0.18523899,1.72218240,16.01127398,148.85815457,1383.94672475,12866.66855782,119622.49472207,12866.66855782,1383.94672475,148.85815457,16.01127397,1.72218237,0.18523870,0.01992175,0.00211829
0.00000028,0.00000267,0.00002479,0.00023051,0.00214308,0.01992442,0.18523899,1.72218240,16.01127398,148.85815457,1383.94672475,12866.66855782,119622.49472207,12866.66855782,1383.94672474,148.85815454,16.01127369,1.72217974,0.18521420,0.01969391
0.00000003,0.00000029,0.00000267,0.00002479,0.00023051,0.00214308,0.01992442,0.18523899,1.72218240,16.01127398,148.85815457,1383.94672475,12866.66855782,119622.49472207,12866.66855779,1383.94672446,148.85815190,16.01124918,1.72195189,0.18309591
0.00000000,0.00000003,0.00000029,0.00000267,0.00002479,0.00023051,0.00214308,0.01992442,0.18523899,1.72218240,16.01127398,148.85815457,1383.94672474,12866.66855779,119622.49472178,12866.66855515,1383.94669995,148.85792406,16.00913090,1.70225798
0.00000000,0.00000000,0.00000003,0.00000029,0.00000267,0.00002479,0.00023051,0.00214308,0.01992442,0.18523899,1.72218240,16.01127397,148.85815454,1383.94672446,12866.66855515,119622.49469728,12866.66832731,1383.94458167,148.83823015,15.82603499
0.00000000,0.00000000,0.00000000,0.00000003,0.00000029,0.00000267,0.00002479,0.00023051,0.00214308,0.01992442,0.18523899,1.72218237,16.01127369,148.85815190,1383.94669995,12866.66832731,119622.49257899,12866.64863340,1383.76148576,147.13597216
0.00000000,0.00000000,0.00000000,0.00000000,0.00000003,0.00000029,0.00000267,0.00002479,0.00023051,0.00214308,0.01992439,0.18523870,1.72217974,16.01124918,148.85792406,1383.94458167,12866.64863340,119622.30948308,12864.94637542,1367.93545077
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000003,0.00000029,0.00000267,0.00002479,0.00023048,0.00214280,0.01992175,0.18521420,1.72195189,16.00913090,148.83823015,1383.76148576,12864.94637542,119606.48344809,12717.81040325
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000003,0.00000028,0.00000264,0.00002451,0.00022784,0.00211829,0.01969391,0.18309591,1.70225798,15.82603499,147.13597216,1367.93545077,12717.81040325,118238.54799732
